pathway,pval,padj,log2err,ES,NES,size,leadingEdge,term,comparison_family,group1,group2,tissue,day,celltype,gs_id,parentTerm,Mtb
GO:0030041,0.01591330867894364,0.45085357942284576,0.35248785758361917,-0.6254647161418929,-1.714646176313177,7,"Arhgap18,Gas7,Ssh2,Prkce",actin filament polymerization,mtb,pos,neg,lung,15,MC,GO:0030041,regulation of supramolecular fiber organization,NA
GO:0006790,0.01622095596987384,0.45085357942284576,0.35248785758361917,0.7057749481280259,1.6138823170271095,5,"Slc7a11,Sod2,Tcf7l2,Acsl1",sulfur compound metabolic process,mtb,pos,neg,lung,15,MC,GO:0006790,sulfur compound metabolic process,NA
GO:0032693,0.01640088807297961,0.45085357942284576,0.35248785758361917,0.8323841266016673,1.5631656972791006,3,"Pdcd1lg2,Cd274",negative regulation of interleukin-10 production,mtb,pos,neg,lung,15,MC,GO:0032693,negative regulation of type I interferon production,NA
GO:0046006,0.01640088807297961,0.45085357942284576,0.35248785758361917,0.8323841266016673,1.5631656972791006,3,"Pdcd1lg2,Cd274",regulation of activated T cell proliferation,mtb,pos,neg,lung,15,MC,GO:0046006,B cell receptor signaling pathway,NA
GO:0046007,0.01640088807297961,0.45085357942284576,0.35248785758361917,0.8323841266016673,1.5631656972791006,3,"Pdcd1lg2,Cd274",negative regulation of activated T cell proliferation,mtb,pos,neg,lung,15,MC,GO:0046007,B cell receptor signaling pathway,NA
GO:0032501,0.01604818808712108,0.45085357942284576,0.35248785758361917,-0.2202932401273845,-1.5073605315616738,179,"Mef2c,Hdac9,Inpp4b,Tmem176b,Blnk,Fgf13,Cfh,Lifr,Tmem176a,Cd81,Tanc2,Klf2,Adgrg6,Prkcb,Ophn1,Itsn1,Pltp,Selenop,Zfhx3,Gas7,Cx3cr1,Immp2l,Plcl1,Arhgap22,Pou2f2,Egr1,Slamf9,Timp2,Nav1,B4galt6,Ptpro",multicellular organismal process,mtb,pos,neg,lung,15,MC,GO:0032501,multicellular organismal process,NA
GO:0071559,0.01780379473742589,0.4610582252277985,0.35248785758361917,-0.5279552960127344,-1.7650270308678049,11,"Mef2c,Zfhx3,Cx3cr1,Igf1r,Zfp36l1,Jun,Itgb5",response to transforming growth factor beta,mtb,pos,neg,lung,15,MC,GO:0071559,response to transforming growth factor beta,NA
GO:0051493,0.01798272584926924,0.4610582252277985,0.35248785758361917,-0.5273964639557749,-1.7631587785864122,11,"Mef2c,Fgf13,Arhgap18,Ssh2,Prkce,Iqgap2",regulation of cytoskeleton organization,mtb,pos,neg,lung,15,MC,GO:0051493,regulation of supramolecular fiber organization,NA
GO:0016311,0.01956684007656209,0.4610582252277985,0.35248785758361917,-0.5986186339118991,-1.7455794439617651,8,"Mef2c,Inpp4b,Ptpro,Ssh2",dephosphorylation,mtb,pos,neg,lung,15,MC,GO:0016311,dephosphorylation,NA
GO:1903311,0.0195641510104134,0.4610582252277985,0.35248785758361917,-0.6656346749226006,-1.7405523164835055,6,"Zfp36l1,Tut4,Btg2,Mbnl1,Zfp36l2,Celf2",regulation of mRNA metabolic process,mtb,pos,neg,lung,15,MC,GO:1903311,regulation of mRNA metabolic process,NA
GO:0001764,0.01701632725660752,0.4610582252277985,0.35248785758361917,-0.7004066999360885,-1.7165443931623487,5,"Mef2c,Fgf13,Nav1",neuron migration,mtb,pos,neg,lung,15,MC,GO:0001764,generation of neurons,NA
GO:0051153,0.01802716608130095,0.4610582252277985,0.35248785758361917,-0.6979515294351141,-1.7105273045792586,5,"Mef2c,Hdac9",regulation of striated muscle cell differentiation,mtb,pos,neg,lung,15,MC,GO:0051153,skeletal muscle tissue development,NA
GO:0042113,0.01979045159086213,0.4610582252277985,0.35248785758361917,-0.4032017899473592,-1.7037661267873003,21,"Mef2c,Hdac9,Blnk,Cd81,Prkcb,Pou2f2",B cell activation,mtb,pos,neg,lung,15,MC,GO:0042113,B cell receptor signaling pathway,NA
GO:0032956,0.01874487526954946,0.4610582252277985,0.35248785758361917,-0.5492755295260293,-1.68894947044187,9,"Mef2c,Arhgap18,Ssh2,Prkce,Iqgap2",regulation of actin cytoskeleton organization,mtb,pos,neg,lung,15,MC,GO:0032956,regulation of actin filament-based process,NA
GO:0035456,1.0257659104961891e-8,8.822612596177721e-5,0.7477396631498854,0.7424383512021692,2.5518744263396314,22,"Tgtp1,Ifi47,Ikbke,Gbp3,Gbp2,Irgm1,Ifi211,Ifit3,Ifit1,Xaf1,Bst2,Gbp7,Ifi207,Gm12185,Igtp,Ifi204,Acod1",response to interferon-beta,mtb,pos,neg,lung,15,Neutrophil,GO:0035456,response to interferon-beta,NA
GO:0035458,2.593656178416731e-7,0.00111540183952811,0.674962860011025,0.7417992703013857,2.4241743358398544,18,"Tgtp1,Ifi47,Gbp3,Gbp2,Irgm1,Ifi211,Ifit3,Ifit1,Gbp7,Ifi207,Gm12185,Igtp,Ifi204,Acod1",cellular response to interferon-beta,mtb,pos,neg,lung,15,Neutrophil,GO:0035458,response to interferon-beta,NA
GO:0044419,4.6449641260935234e-7,0.00133171121495101,0.674962860011025,0.3733954859618183,1.7624285772921755,286,"Tgtp1,Gas2l3,Ccl4,Ccl3,Slamf7,Gbp5,Ifi47,Trim30c,Ube2l6,Cxcl16,Ikbke,Gbp3,Il1a,Ilf3,Ifit2,Pdcd1lg2,Gbp2,Rsad2,Rnf213,Irgm1,Cxcl10,Ifi211,Clec4n,Cd274,Nlrc5,Tnf,Icam1,Dtx4,Ifit3,Mapkapk3,Ctsb,AA467197,Zbp1,Parp14,Ifit1,Herc6,Fcgr2b,Csf1,Havcr2,Bst2,Tagap,Sqstm1,Usp18,Cflar,Ier3,Isg20,Gbp7,Sod2,Igf2r,Rgs1,Ifi207,Clec2d,Npc1,Slfn8,Gm12185,Bcl2l1,Igtp,Ninj1,Irf7,Isg15,Bax,Ifi204,Stat2,C3,Plekhm2,Daxx,Ifih1,Oasl1,Acod1,Ifit1bl2,Tnip1,Nmi,Abr,Malt1,Ptafr,Nt5c3,Rest,Ifi35,Rbpj,Tap1,Capg,H2-Q7,Smad3,Znfx1,Prdx1,Pdpk1,Slc3a2,Hk1,Vav1,Dtx3l,Fuca2,Tlr2,Il10rb,Ctdp1,Oasl2,Gbp9,Irgm2,Tap2,Adam17,Rab20,Mefv,Parp9,Cd24a,St13,Cd68,Lgals8,Cmpk2,Sirt2,Eea1,Slfn4,Furin,B2m,Znrf1,Tgfb1,Tbk1,Optn,Tnfrsf1b,Trafd1,Irak2,Nfkbib,Zdhhc18,Ddx60,Casp1",biological process involved in interspecies interaction between organisms,mtb,pos,neg,lung,15,Neutrophil,GO:0044419,response to protozoan,NA
GO:0051607,2.211516735580024e-6,0.00300755817783491,0.6272567397185284,0.5010380058852835,2.0945491903662696,67,"Gbp5,Trim30c,Ilf3,Ifit2,Gbp2,Rsad2,Irgm1,Cxcl10,Nlrc5,Tnf,Ifit3,Zbp1,Ifit1,Bst2,Tagap,Usp18,Isg20,Gbp7,Ifi207,Slfn8,Bcl2l1,Igtp,Irf7,Isg15,Stat2,Ifih1,Oasl1,Acod1,Ifit1bl2,Nt5c3,Znfx1,Dtx3l,Il10rb,Oasl2,Irgm2",defense response to virus,mtb,pos,neg,lung,15,Neutrophil,GO:0051607,defense response to virus,NA
GO:0045087,3.0095028565340614e-6,0.00300755817783491,0.6272567397185284,0.38738328165016567,1.7961897864513794,191,"Tgtp1,Slamf7,Gbp5,Ifi47,Trim30c,Ube2l6,Cxcl16,Ikbke,Gbp3,Ifit2,Gbp2,Rsad2,Irgm1,Cxcl10,Ifi211,Clec4n,Cd274,Nlrc5,Tnf,Dtx4,Ifit3,Mapkapk3,Zbp1,Parp14,Ifit1,Herc6,Csf1,Havcr2,Bst2,Sqstm1,Usp18,Isg20,Gbp7,Ifi207,Clec2d,Gm12185,Igtp,Ninj1,Irf7,Isg15,Ifi204,Stat2,C3,Plekhm2,Daxx,Ifih1,Oasl1,Acod1,Tnip1,Nmi,Malt1,Ifi35,Tap1,Capg,H2-Q7,Znfx1,Prdx1,Pdpk1,Hk1,Vav1,Dtx3l,Tlr2,Oasl2,Gbp9,Irgm2,Tap2,Rab20,Mefv,Parp9,Cd24a,Sirt2,B2m,Znrf1,Tgfb1,Tbk1,Optn,Trafd1,Irak2,Zdhhc18,Ddx60,Casp1,Lrrfip2,Casp4,Sp110,Traf6,Clec4e,N4bp1,Mpeg1,Lamp1,Apobec3,Nod1,Arl8b,Trim56,Rnf115,Traf3,Irf1,Tfeb,Lgals3,H2-T23,Relb,Gch1,Irf5,Tmem33,Arf6,Trim25,Trim30a,Rnf19b,Ilrun,Tlr4,Tarm1,Pik3ap1,Stat1,Cd300lf,Cd14",innate immune response,mtb,pos,neg,lung,15,Neutrophil,GO:0045087,defense response to virus,NA
GO:0140546,2.4248065754277553e-6,0.00300755817783491,0.6272567397185284,0.385877523764749,1.7922658053981293,196,"Tgtp1,Ccl4,Ccl3,Slamf7,Gbp5,Ifi47,Trim30c,Ube2l6,Cxcl16,Ikbke,Gbp3,Ifit2,Gbp2,Rsad2,Irgm1,Cxcl10,Ifi211,Clec4n,Cd274,Nlrc5,Tnf,Dtx4,Ifit3,Mapkapk3,Zbp1,Parp14,Ifit1,Herc6,Csf1,Havcr2,Bst2,Sqstm1,Usp18,Isg20,Gbp7,Ifi207,Clec2d,Gm12185,Igtp,Ninj1,Irf7,Isg15,Ifi204,Stat2,C3,Plekhm2,Daxx,Ifih1,Oasl1,Acod1,Tnip1,Nmi,Malt1,Ifi35,Tap1,Capg,H2-Q7,Znfx1,Prdx1,Pdpk1,Hk1,Vav1,Dtx3l,Tlr2,Oasl2,Gbp9,Irgm2,Tap2,Rab20,Mefv,Parp9,Cd24a,Sirt2,B2m,Znrf1,Tgfb1,Tbk1,Optn,Trafd1,Irak2,Zdhhc18,Ddx60,Casp1,Lrrfip2,Casp4,Sp110,Traf6,Clec4e,N4bp1,Mpeg1,Lamp1,Apobec3,Nod1,Arl8b,Trim56,Rnf115,Traf3,Irf1,Tfeb,Lgals3,H2-T23,Relb,Gch1,Irf5,Tmem33,Arf6,Trim25,Trim30a,Rnf19b,Ilrun,Tlr4,Tarm1,Pik3ap1,Stat1,Cd300lf,Cd14",defense response to symbiont,mtb,pos,neg,lung,15,Neutrophil,GO:0140546,defense response to virus,NA
GO:0098542,3.1470786653312643e-6,0.00300755817783491,0.6272567397185284,0.3781482056795333,1.7672495362717051,224,"Tgtp1,Ccl4,Ccl3,Slamf7,Gbp5,Ifi47,Trim30c,Ube2l6,Cxcl16,Ikbke,Gbp3,Ilf3,Ifit2,Gbp2,Rsad2,Rnf213,Irgm1,Cxcl10,Ifi211,Clec4n,Cd274,Nlrc5,Tnf,Dtx4,Ifit3,Mapkapk3,Zbp1,Parp14,Ifit1,Herc6,Csf1,Havcr2,Bst2,Tagap,Sqstm1,Usp18,Isg20,Gbp7,Ifi207,Clec2d,Slfn8,Gm12185,Bcl2l1,Igtp,Ninj1,Irf7,Isg15,Ifi204,Stat2,C3,Plekhm2,Daxx,Ifih1,Oasl1,Acod1,Ifit1bl2,Tnip1,Nmi,Malt1,Nt5c3,Ifi35,Rbpj,Tap1,Capg,H2-Q7,Znfx1,Prdx1,Pdpk1,Hk1,Vav1,Dtx3l,Tlr2,Il10rb,Oasl2,Gbp9,Irgm2,Tap2,Adam17,Rab20,Mefv,Parp9,Cd24a,Lgals8,Sirt2,B2m,Znrf1,Tgfb1,Tbk1,Optn,Trafd1,Irak2,Zdhhc18,Ddx60,Casp1,Lrrfip2,Casp4,Sp110,Traf6,Clec4e,N4bp1,Mpeg1,Lamp1,Apobec3,Nod1,Arl8b,Trim56,Rnf115,Traf3,Irf1,Tfeb,Lgals3,H2-T23,Relb,Zc3h12a,Gch1,Irf5,Tmem33,Rtp4,Arf6,Trim25,Trim30a,Rnf19b,Ilrun,Tlr4,Tarm1,Itgax,Pik3ap1,Stat1,Cd300lf,Cd14",defense response to other organism,mtb,pos,neg,lung,15,Neutrophil,GO:0098542,defense response to virus,NA
GO:0043207,2.8059424143735005e-6,0.00300755817783491,0.6272567397185284,0.3634029757211305,1.7104181911497989,270,"Tgtp1,Gas2l3,Ccl4,Ccl3,Slamf7,Gbp5,Ifi47,Trim30c,Ube2l6,Cxcl16,Ikbke,Gbp3,Il1a,Ilf3,Ifit2,Pdcd1lg2,Gbp2,Rsad2,Rnf213,Irgm1,Cxcl10,Ifi211,Clec4n,Cd274,Nlrc5,Tnf,Dtx4,Ifit3,Mapkapk3,AA467197,Zbp1,Parp14,Ifit1,Herc6,Fcgr2b,Csf1,Havcr2,Bst2,Tagap,Sqstm1,Usp18,Cflar,Ier3,Isg20,Gbp7,Sod2,Rgs1,Ifi207,Clec2d,Slfn8,Gm12185,Bcl2l1,Igtp,Ninj1,Irf7,Isg15,Bax,Ifi204,Stat2,C3,Plekhm2,Daxx,Ifih1,Oasl1,Acod1,Ifit1bl2,Tnip1,Nmi,Abr,Malt1,Ptafr,Nt5c3,Ifi35,Rbpj,Tap1,Capg,H2-Q7,Smad3,Znfx1,Prdx1,Pdpk1,Hk1,Vav1,Dtx3l,Fuca2,Tlr2,Il10rb,Oasl2,Gbp9,Irgm2,Tap2,Adam17,Rab20,Mefv,Parp9,Cd24a,St13,Cd68,Lgals8,Cmpk2,Sirt2,Slfn4,B2m,Znrf1,Tgfb1,Tbk1,Optn,Tnfrsf1b,Trafd1,Irak2,Nfkbib,Zdhhc18,Ddx60,Casp1,Lrrfip2,Casp4,Sp110,Traf6,Clec4e,N4bp1,Mpeg1,Lamp1,Apobec3,Nod1,Arl8b,Trim56,Cxcl2,Rnf115,Traf3,Irf1,Tfeb,Lgals3,Slfn2,H2-T23,Relb,Rab7,Zc3h12a,Gch1,Irf5,Tmem33,Rtp4,Arf6,Trim25,Trim30a,Rnf19b,Ilrun,Tlr4,Tarm1,Itgax,Pik3ap1,Stat1,Cd300lf,Cd14",response to external biotic stimulus,mtb,pos,neg,lung,15,Neutrophil,GO:0043207,defense response to virus,NA
GO:0051707,2.8059424143735005e-6,0.00300755817783491,0.6272567397185284,0.3634029757211305,1.7104181911497989,270,"Tgtp1,Gas2l3,Ccl4,Ccl3,Slamf7,Gbp5,Ifi47,Trim30c,Ube2l6,Cxcl16,Ikbke,Gbp3,Il1a,Ilf3,Ifit2,Pdcd1lg2,Gbp2,Rsad2,Rnf213,Irgm1,Cxcl10,Ifi211,Clec4n,Cd274,Nlrc5,Tnf,Dtx4,Ifit3,Mapkapk3,AA467197,Zbp1,Parp14,Ifit1,Herc6,Fcgr2b,Csf1,Havcr2,Bst2,Tagap,Sqstm1,Usp18,Cflar,Ier3,Isg20,Gbp7,Sod2,Rgs1,Ifi207,Clec2d,Slfn8,Gm12185,Bcl2l1,Igtp,Ninj1,Irf7,Isg15,Bax,Ifi204,Stat2,C3,Plekhm2,Daxx,Ifih1,Oasl1,Acod1,Ifit1bl2,Tnip1,Nmi,Abr,Malt1,Ptafr,Nt5c3,Ifi35,Rbpj,Tap1,Capg,H2-Q7,Smad3,Znfx1,Prdx1,Pdpk1,Hk1,Vav1,Dtx3l,Fuca2,Tlr2,Il10rb,Oasl2,Gbp9,Irgm2,Tap2,Adam17,Rab20,Mefv,Parp9,Cd24a,St13,Cd68,Lgals8,Cmpk2,Sirt2,Slfn4,B2m,Znrf1,Tgfb1,Tbk1,Optn,Tnfrsf1b,Trafd1,Irak2,Nfkbib,Zdhhc18,Ddx60,Casp1,Lrrfip2,Casp4,Sp110,Traf6,Clec4e,N4bp1,Mpeg1,Lamp1,Apobec3,Nod1,Arl8b,Trim56,Cxcl2,Rnf115,Traf3,Irf1,Tfeb,Lgals3,Slfn2,H2-T23,Relb,Rab7,Zc3h12a,Gch1,Irf5,Tmem33,Rtp4,Arf6,Trim25,Trim30a,Rnf19b,Ilrun,Tlr4,Tarm1,Itgax,Pik3ap1,Stat1,Cd300lf,Cd14",response to other organism,mtb,pos,neg,lung,15,Neutrophil,GO:0051707,defense response to virus,NA
GO:0009607,3.978882038682418e-6,0.00342223644147074,0.610526878385931,0.36229025052476926,1.7071651511833532,273,"Tgtp1,Gas2l3,Ccl4,Ccl3,Slamf7,Gbp5,Ifi47,Trim30c,Ube2l6,Cxcl16,Ikbke,Gbp3,Il1a,Ilf3,Ifit2,Pdcd1lg2,Gbp2,Rsad2,Rnf213,Irgm1,Cxcl10,Ifi211,Clec4n,Cd274,Nlrc5,Tnf,Dtx4,Ifit3,Mapkapk3,AA467197,Zbp1,Parp14,Ifit1,Herc6,Fcgr2b,Csf1,Havcr2,Bst2,Tagap,Sqstm1,Usp18,Cflar,Ier3,Isg20,Gbp7,Sod2,Rgs1,Ifi207,Clec2d,Slfn8,Gm12185,Bcl2l1,Igtp,Ninj1,Irf7,Isg15,Bax,Ifi204,Stat2,C3,Plekhm2,Daxx,Ifih1,Oasl1,Acod1,Ifit1bl2,Tnip1,Nmi,Abr,Malt1,Ptafr,Nt5c3,Ifi35,Rbpj,Tap1,Capg,H2-Q7,Smad3,Znfx1,Prdx1,Pdpk1,Hk1,Vav1,Dtx3l,Fuca2,Tlr2,Il10rb,Oasl2,Gbp9,Irgm2,Tap2,Adam17,Rab20,Mefv,Parp9,Cd24a,St13,Ddit3,Cd68,Lgals8,Cmpk2,Sirt2,Slfn4,B2m,Znrf1,Tgfb1,Tbk1,Optn,Tnfrsf1b,Trafd1,Irak2,Nfkbib,Zdhhc18,Ddx60,Casp1",response to biotic stimulus,mtb,pos,neg,lung,15,Neutrophil,GO:0009607,defense response to virus,NA
GO:0045663,8.6412408996978e-6,0.00619360941485839,0.5933254763964051,-0.8168876749124055,-2.6378311711399016,8,"Mef2c,Plcb1,Mapk14,Ripor2,Map3k5,Zfhx3",positive regulation of myoblast differentiation,mtb,pos,neg,lung,15,Neutrophil,GO:0045663,positive regulation of myoblast differentiation,NA
GO:0009615,8.160265961462307e-6,0.00619360941485839,0.5933254763964051,0.4665214078787193,2.004076408865011,82,"Tgtp1,Gbp5,Trim30c,Ikbke,Ilf3,Ifit2,Gbp2,Rsad2,Irgm1,Cxcl10,Nlrc5,Tnf,Ifit3,Zbp1,Ifit1,Bst2,Tagap,Usp18,Isg20,Gbp7,Ifi207,Slfn8,Bcl2l1,Igtp,Irf7,Isg15,Bax,Stat2,Ifih1,Oasl1,Acod1,Ifit1bl2,Nmi,Nt5c3,Smad3,Znfx1,Dtx3l,Il10rb,Oasl2,Irgm2",response to virus,mtb,pos,neg,lung,15,Neutrophil,GO:0009615,defense response to virus,NA
GO:0006955,1.1056739139662528e-5,0.0073153087184798,0.5933254763964051,0.3532296818346858,1.668975386191693,291,"Tgtp1,Ccl4,Ccl3,Slamf7,Gbp5,Ifi47,Trim30c,Ube2l6,Cxcl16,Ikbke,Gbp3,Il1rn,Il1a,Ifit2,Pdcd1lg2,Gbp2,Rsad2,Irgm1,Cxcl10,Ifi211,Clec4n,Cd274,Nlrc5,Il18bp,Tnf,Dock10,Icam1,Dtx4,Ifit3,Mapkapk3,Zbp1,Parp14,Gadd45g,Ifit1,Herc6,Fcgr2b,Dgkz,Smcr8,Csf1,Havcr2,Ccrl2,Bst2,Sqstm1,Bcl2a1d,Usp18,Isg20,Gbp7,Ifi207,Clec2d,Tcirg1,Gm12185,Igtp,Ninj1,Irf7,Isg15,Bax,Ifi204,Stat2,C3,Plekhm2,Daxx,Ifih1,Oasl1,H2-Q4,Acod1,Tnip1,Nmi,Abr,Malt1,Ptafr,Erap1,Ifi35,Hmox1,Rbpj,Sh2b2,Lipa,C9orf72,Fth1,Tap1,Capg,H2-Q7,Smad3,Znfx1,H2-Q6,Prdx1,Pdpk1,Hk1,Vav1,Csf2rb2,Dtx3l,Tlr2,Oasl2,Gbp9,Irgm2,Tap2,Pnp,Adam17,Rab20,Mefv,Parp9,Cd24a,Cd68,Lgals8,Sirt2,B2m,Znrf1,Tgfb1,Tbk1,Optn,Tnfrsf1b,Trafd1,Irak2,Zdhhc18,Ddx60,Casp1,Lrrfip2,Casp4,Sp110,Brd2,Traf6,Clec4e,Alcam,N4bp1,Mpeg1,Lamp1,Ptk2b,Nr4a3,Apobec3,Nod1,Arl8b,Trim56,Cxcl2,Rnf115,Traf3,Irf1,Tfeb,Lfng,Lgals3,Slfn2,H2-T23,Rgcc,Relb,Zc3h12a,Gch1,Irf5,Tmem33,Pcyt1a,Arf6,Trim25,Trim30a,Rnf19b,Ilrun,Tlr4,Tarm1,Vegfa",immune response,mtb,pos,neg,lung,15,Neutrophil,GO:0006955,dendritic cell migration,NA
GO:0045088,2.0628029670009803e-5,0.01267297737083959,0.5756102610711286,0.4222004708182931,1.875834803359572,110,"Gbp5,Trim30c,Ikbke,Gbp3,Gbp2,Rsad2,Irgm1,Ifi211,Clec4n,Cd274,Nlrc5,Tnf,Dtx4,Mapkapk3,Zbp1,Parp14,Havcr2,Sqstm1,Usp18,Gbp7,Ifi207,Clec2d,Igtp,Ninj1,Irf7,Isg15,Ifi204,Stat2,Ifih1,Oasl1,Acod1,Tnip1,Nmi,Ifi35,Tap1,Znfx1,Pdpk1,Vav1,Tlr2,Irgm2,Tap2,Mefv,Parp9,Sirt2,Znrf1,Tgfb1,Tbk1,Trafd1,Irak2,Zdhhc18,Ddx60,Casp1,Lrrfip2,Casp4,Traf6,Clec4e,N4bp1,Lamp1,Nod1,Trim56,Rnf115,Traf3",regulation of innate immune response,mtb,pos,neg,lung,15,Neutrophil,GO:0045088,defense response to virus,NA
GO:0002831,3.356282133708196e-5,0.01924492175468279,0.557332238758646,0.4020914592299623,1.80751359118362,124,"Gbp5,Trim30c,Ikbke,Gbp3,Gbp2,Rsad2,Irgm1,Ifi211,Clec4n,Cd274,Nlrc5,Tnf,Dtx4,Mapkapk3,Zbp1,Parp14,Havcr2,Sqstm1,Usp18,Gbp7,Ifi207,Clec2d,Igtp,Ninj1,Irf7,Isg15,Ifi204,Stat2,Ifih1,Oasl1,Acod1,Tnip1,Nmi,Ifi35,Tap1,Znfx1,Pdpk1,Vav1,Dtx3l,Tlr2,Irgm2,Tap2,Mefv,Parp9,Cd24a,Sirt2,Znrf1,Tgfb1,Tbk1,Optn,Trafd1,Irak2,Zdhhc18,Ddx60,Casp1,Lrrfip2,Casp4,Traf6,Clec4e,N4bp1,Lamp1,Apobec3,Nod1,Trim56,Rnf115,Traf3,Irf1,H2-T23,Zc3h12a,Arf6,Trim25,Trim30a,Ilrun,Tlr4,Pik3ap1,Stat1,Cd300lf,Cd14",regulation of response to biotic stimulus,mtb,pos,neg,lung,15,Neutrophil,GO:0002831,defense response to virus,NA
GO:0019835,5.62609540140298e-5,0.02999376211223516,0.557332238758646,0.8717339667458432,2.0716987434405816,6,"Gbp5,Gbp3,Gbp2,Gbp7,Igtp,Ninj1",cytolysis,mtb,pos,neg,lung,15,Neutrophil,GO:0019835,cytolysis,NA
GO:0006952,5.928310148912892e-5,0.02999376211223516,0.557332238758646,0.3426227628029167,1.6190702041216387,292,"Tgtp1,Ccl4,Ccl3,Slamf7,Gbp5,Ifi47,Trim30c,Ube2l6,Cxcl16,Ikbke,Gbp3,Il1rn,Abcc1,Il1a,Ilf3,Ifit2,Gbp2,Rsad2,Rnf213,Irgm1,Cxcl10,Ifi211,Clec4n,Cd274,Nlrc5,Hmga1,Tnf,Icam1,Dtx4,Ifit3,Mapkapk3,Zbp1,Parp14,Ifit1,Herc6,Fcgr2b,Csf1,Havcr2,Ccrl2,Bst2,Tagap,Sqstm1,Usp18,Ier3,Isg20,Gbp7,Ifi207,Clec2d,Tcirg1,Slfn8,Gm12185,Bcl2l1,Igtp,Ninj1,Irf7,Nampt,Isg15,Ifi204,Stat2,C3,Plekhm2,Daxx,Ifih1,Oasl1,Acod1,Ifit1bl2,Tnip1,Nmi,Abr,Malt1,Ptafr,Nt5c3,Ifi35,Plgrkt,Hmox1,Rbpj,Tapbp,Lipa,Tap1,Capg,H2-Q7,Smad3,Znfx1,Prdx1,Pdpk1,Hk1,Vav1,Dtx3l,Tlr2,Il10rb,Oasl2,Gbp9,Irgm2,Tap2,Adam17,Rab20,Mefv,Parp9,Cd24a,Cd68,Olr1,Lgals8,Sirt2,Zeb2,B2m,Znrf1,Tgfb1,B4galt1,Tbk1,Optn,Tnfrsf1b,Trafd1,Irak2,Nfkbib,Zdhhc18,Ddx60,Casp1,Lrrfip2,Map3k8,Casp4,Sp110,Traf6,Clec4e,Vps54,N4bp1,Mpeg1,Lamp1,Ptk2b,Myo5a,Apobec3,Nod1,Arl8b,Trim56,Cxcl2,Rnf115,Traf3,Irf1,Tfeb,Lgals3,H2-T23,Relb,Jun,Zc3h12a,Gch1,Irf5,Tmem33,Rtp4,Arf6,Trim25,Trim30a,Rnf19b,Itgb1,Ilrun",defense response,mtb,pos,neg,lung,15,Neutrophil,GO:0006952,positive regulation of neuroinflammatory response,NA
GO:0140639,1.3189752100298087e-4,0.06002514604886549,0.5188480777437918,0.962085308056872,1.7794994457553557,3,"Gbp5,Gbp3,Gbp2",positive regulation of pyroptotic inflammatory response,mtb,pos,neg,lung,15,Neutrophil,GO:0140639,NA,NA
GO:0034097,1.395771330051517e-4,0.06002514604886549,0.5188480777437918,0.3619265474259,1.6739239469215974,187,"Tgtp1,Ccl4,Ccl3,Gbp5,Ifi47,Fntb,Cxcl16,Ikbke,Gbp3,Arid5b,Il1rn,Il1a,Gclm,Ifit2,Gbp2,Irgm1,Cxcl10,Ifi211,Inhba,Cd274,Nlrc5,Cish,Tnf,Icam1,Gclc,Ifit3,Il15ra,Mapkapk3,Zbp1,Parp14,Socs1,Ifit1,Xaf1,Csf1,Ccrl2,Bst2,Usp18,Gbp7,Ifi207,Tcirg1,Gm12185,Bcl2l1,Igtp,Irf7,Isg15,Ifi204,Stat2,Hk2,Daxx,Ifih1,Oasl1,Acod1,Sh2b2,Capg,H2-Q7,Csf2rb2,Tlr2,Il10rb,Oasl2,Gbp9,Rffl,Irgm2,Adam17,Pias4,Rab20,Mefv,Parp9,Cd24a",response to cytokine,mtb,pos,neg,lung,15,Neutrophil,GO:0034097,response to interferon-beta,NA
GO:1901652,1.3730763653988293e-4,0.06002514604886549,0.5188480777437918,0.35957681759415366,1.6623131312069874,188,"Tgtp1,Ccl4,Ccl3,Gbp5,Ifi47,Fntb,Cxcl16,Ikbke,Gbp3,Arid5b,Il1rn,Il1a,Gclm,Ifit2,Gbp2,Irgm1,Cxcl10,Ifi211,Inhba,Cd274,Nlrc5,Cish,Tnf,Icam1,Gclc,Ifit3,Il15ra,Mapkapk3,Zbp1,Parp14,Socs1,Ifit1,Xaf1,Csf1,Ccrl2,Bst2,Usp18,Gbp7,Ifi207,Tcirg1,Gm12185,Bcl2l1,Igtp,Irf7,Isg15,Ifi204,Stat2,Hk2,Daxx,Ifih1,Oasl1,Acod1,Sh2b2,Capg,H2-Q7,Csf2rb2,Tlr2,Il10rb,Oasl2,Gbp9,Rffl,Irgm2,Adam17,Pias4,Rab20,Mefv,Parp9,Cd24a",response to peptide,mtb,pos,neg,lung,15,Neutrophil,GO:1901652,response to interferon-beta,NA
GO:0001578,1.6630579362736543e-4,0.06219113612995522,0.5188480777437918,-0.8647151898734176,-2.262258914672813,5,"Ccdc88c,Cfap43,Clip1,Clasp1,Chp1",microtubule bundle formation,mtb,pos,neg,lung,15,Neutrophil,GO:0001578,microtubule bundle formation,NA
